District,Soil_Type,Rainfall_mm,Crop,Season,Area_ha,Production_tonnes,Yield_tpha,Year
Chittoor,Red Soil,884,Cotton,Kharif,16155,41033,2.54,2023
Chittoor,Red Soil,932,Millets,Kharif,82818,136649,1.65,2023
Chittoor,Red Soil,1076,Pulses,Rabi,111589,151761,1.36,2023
Chittoor,Red Soil,1089,Tomato,Rabi,67332,1781604,26.46,2023
Chittoor,Red Soil,1084,Chilli,Rabi,36181,132422,3.66,2023
Chittoor,Red Soil,1099,Sugarcane,Annual,60460,4260616,70.47,2023
Guntur,Clay Loam,621,Rice,Kharif,83314,343253,4.12,2023
Guntur,Clay Loam,983,Maize,Rabi,36786,149719,4.07,2023
Guntur,Clay Loam,589,Groundnut,Kharif,9770,16218,1.66,2023
Guntur,Clay Loam,716,Cotton,Kharif,139715,271047,1.94,2023
Guntur,Clay Loam,937,Millets,Kharif,98703,127326,1.29,2023
Guntur,Clay Loam,1094,Pulses,Rabi,102781,138754,1.35,2023
Guntur,Clay Loam,989,Tomato,Rabi,118145,2835480,24.0,2023
Guntur,Clay Loam,867,Chilli,Rabi,124406,441641,3.55,2023
Guntur,Clay Loam,902,Sugarcane,Annual,121038,9338081,77.15,2023
Krishna,Clay Loam,665,Rice,Kharif,59739,254488,4.26,2023
Krishna,Clay Loam,697,Maize,Rabi,68539,298830,4.36,2023
Krishna,Clay Loam,562,Groundnut,Kharif,19888,37986,1.91,2023
Krishna,Clay Loam,1058,Cotton,Kharif,72447,157209,2.17,2023
Krishna,Clay Loam,659,Millets,Kharif,41883,60311,1.44,2023
Krishna,Clay Loam,880,Pulses,Rabi,88488,99106,1.12,2023
Krishna,Clay Loam,557,Tomato,Rabi,54804,1257203,22.94,2023
Krishna,Clay Loam,1100,Chilli,Rabi,121543,317227,2.61,2023
Krishna,Clay Loam,580,Sugarcane,Annual,64476,5498513,85.28,2023
East Godavari,Clay Soil,535,Rice,Kharif,81538,370997,4.55,2023
East Godavari,Clay Soil,594,Maize,Rabi,81921,355537,4.34,2023
East Godavari,Clay Soil,1108,Groundnut,Kharif,68569,101482,1.48,2023
East Godavari,Clay Soil,558,Cotton,Kharif,45519,99231,2.18,2023
East Godavari,Clay Soil,581,Millets,Kharif,35868,55954,1.56,2023
East Godavari,Clay Soil,916,Pulses,Rabi,11991,18466,1.54,2023
East Godavari,Clay Soil,838,Tomato,Rabi,116051,2787545,24.02,2023
East Godavari,Clay Soil,584,Chilli,Rabi,49454,194354,3.93,2023
East Godavari,Clay Soil,514,Sugarcane,Annual,109047,8877516,81.41,2023
West Godavari,Clay Soil,853,Rice,Kharif,91330,472176,5.17,2023
West Godavari,Clay Soil,727,Maize,Rabi,24098,115188,4.78,2023
West Godavari,Clay Soil,754,Groundnut,Kharif,130168,279861,2.15,2023
West Godavari,Clay Soil,1151,Cotton,Kharif,144742,380671,2.63,2023
West Godavari,Clay Soil,766,Millets,Kharif,57076,94746,1.66,2023
West Godavari,Clay Soil,771,Pulses,Rabi,21972,26586,1.21,2023
West Godavari,Clay Soil,920,Tomato,Rabi,14980,380641,25.41,2023
West Godavari,Clay Soil,1161,Chilli,Rabi,144893,407149,2.81,2023
West Godavari,Clay Soil,533,Sugarcane,Annual,91090,7425656,81.52,2023
Prakasam,Red Soil,672,Rice,Kharif,120894,588753,4.87,2023
Prakasam,Red Soil,749,Maize,Rabi,43426,211484,4.87,2023
Prakasam,Red Soil,1133,Groundnut,Kharif,49230,84183,1.71,2023
Prakasam,Red Soil,502,Cotton,Kharif,121934,298738,2.45,2023
Prakasam,Red Soil,988,Millets,Kharif,33219,41191,1.24,2023
Prakasam,Red Soil,791,Pulses,Rabi,148575,218405,1.47,2023
Prakasam,Red Soil,510,Tomato,Rabi,118197,2881642,24.38,2023
Prakasam,Red Soil,1090,Chilli,Rabi,119394,433400,3.63,2023
Prakasam,Red Soil,916,Sugarcane,Annual,78939,6259862,79.3,2023
Kadapa,Red Soil,1084,Rice,Kharif,131635,662124,5.03,2023
Kadapa,Red Soil,941,Maize,Rabi,61279,246341,4.02,2023
Kadapa,Red Soil,655,Groundnut,Kharif,79249,152950,1.93,2023
Kadapa,Red Soil,579,Cotton,Kharif,40596,110421,2.72,2023
Kadapa,Red Soil,570,Millets,Kharif,137878,221983,1.61,2023
Kadapa,Red Soil,738,Pulses,Rabi,109513,168650,1.54,2023
Kadapa,Red Soil,1130,Tomato,Rabi,145779,3672173,25.19,2023
Kadapa,Red Soil,813,Chilli,Rabi,45925,131345,2.86,2023
Kadapa,Red Soil,1199,Sugarcane,Annual,108030,8532209,78.98,2023
Nellore,Sandy Soil,632,Rice,Kharif,9348,44122,4.72,2023
Nellore,Sandy Soil,581,Maize,Rabi,5208,20988,4.03,2023
Nellore,Sandy Soil,1076,Groundnut,Kharif,149742,271033,1.81,2023
Nellore,Sandy Soil,842,Cotton,Kharif,101816,257594,2.53,2023
Nellore,Sandy Soil,826,Millets,Kharif,108974,141666,1.3,2023
Nellore,Sandy Soil,741,Pulses,Rabi,76019,115548,1.52,2023
Nellore,Sandy Soil,785,Tomato,Rabi,24446,560057,22.91,2023
Nellore,Sandy Soil,788,Chilli,Rabi,141596,395052,2.79,2023
Nellore,Sandy Soil,887,Sugarcane,Annual,52058,4000657,76.85,2023
Visakhapatnam,Laterite Soil,1100,Rice,Kharif,22967,92097,4.01,2023
Visakhapatnam,Laterite Soil,994,Maize,Rabi,71183,301104,4.23,2023
Visakhapatnam,Laterite Soil,744,Groundnut,Kharif,104399,198358,1.9,2023
Visakhapatnam,Laterite Soil,734,Cotton,Kharif,72956,158314,2.17,2023
Visakhapatnam,Laterite Soil,606,Millets,Kharif,31913,57124,1.79,2023
Visakhapatnam,Laterite Soil,764,Pulses,Rabi,75461,84516,1.12,2023
Visakhapatnam,Laterite Soil,763,Tomato,Rabi,41780,885318,21.19,2023
Visakhapatnam,Laterite Soil,1095,Chilli,Rabi,11917,39445,3.31,2023
Visakhapatnam,Laterite Soil,882,Sugarcane,Annual,14574,1349552,92.6,2023
Vizianagaram,Red Loam,511,Rice,Kharif,128047,533955,4.17,2023
Vizianagaram,Red Loam,842,Maize,Rabi,61201,265000,4.33,2023
Vizianagaram,Red Loam,838,Groundnut,Kharif,147899,260302,1.76,2023
Vizianagaram,Red Loam,649,Cotton,Kharif,52172,110082,2.11,2023
Vizianagaram,Red Loam,907,Millets,Kharif,109867,164800,1.5,2023
Vizianagaram,Red Loam,604,Pulses,Rabi,108770,129436,1.19,2023
Vizianagaram,Red Loam,1010,Tomato,Rabi,57818,1439668,24.9,2023
Vizianagaram,Red Loam,648,Chilli,Rabi,149601,490691,3.28,2023
Vizianagaram,Red Loam,1133,Sugarcane,Annual,37479,2771946,73.96,2023
Srikakulam,Red Loam,538,Rice,Kharif,66713,279527,4.19,2023
Srikakulam,Red Loam,501,Maize,Rabi,33916,135324,3.99,2023
Srikakulam,Red Loam,777,Groundnut,Kharif,12933,18364,1.42,2023
Srikakulam,Red Loam,605,Cotton,Kharif,137989,332553,2.41,2023
Srikakulam,Red Loam,1057,Millets,Kharif,41720,62580,1.5,2023
Srikakulam,Red Loam,1164,Pulses,Rabi,5035,7049,1.4,2023
Srikakulam,Red Loam,608,Tomato,Rabi,8639,247161,28.61,2023
Srikakulam,Red Loam,1182,Chilli,Rabi,106466,348143,3.27,2023
Srikakulam,Red Loam,852,Sugarcane,Annual,10873,976395,89.8,2023
Kurnool,Black Soil,1127,Rice,Kharif,5400,25488,4.72,2023
Kurnool,Black Soil,1189,Maize,Rabi,28799,124411,4.32,2023
Kurnool,Black Soil,869,Groundnut,Kharif,110931,210768,1.9,2023
Kurnool,Black Soil,1192,Cotton,Kharif,47605,97590,2.05,2023
Kurnool,Black Soil,615,Millets,Kharif,97505,125781,1.29,2023
Kurnool,Black Soil,1006,Pulses,Rabi,56840,67639,1.19,2023
Kurnool,Black Soil,776,Tomato,Rabi,118974,2704279,22.73,2023
Kurnool,Black Soil,1013,Chilli,Rabi,61024,242265,3.97,2023
Kurnool,Black Soil,687,Sugarcane,Annual,26292,2161991,82.23,2023
Eluru,Clay Loam,871,Rice,Kharif,106208,550157,5.18,2023
Eluru,Clay Loam,979,Maize,Rabi,93660,397118,4.24,2023
Eluru,Clay Loam,844,Groundnut,Kharif,77518,125579,1.62,2023
Eluru,Clay Loam,907,Cotton,Kharif,49000,105840,2.16,2023
Eluru,Clay Loam,804,Millets,Kharif,94228,135688,1.44,2023
Eluru,Clay Loam,1197,Pulses,Rabi,128777,191877,1.49,2023
Eluru,Clay Loam,588,Tomato,Rabi,11455,398519,34.79,2023
Eluru,Clay Loam,1023,Chilli,Rabi,31655,99713,3.15,2023
Eluru,Clay Loam,526,Sugarcane,Annual,139734,10794451,77.25,2023
Bapatla,Sandy Loam,662,Rice,Kharif,100279,457272,4.56,2023
Bapatla,Sandy Loam,871,Maize,Rabi,21592,93277,4.32,2023
Bapatla,Sandy Loam,756,Groundnut,Kharif,119330,187348,1.57,2023
Bapatla,Sandy Loam,508,Cotton,Kharif,95859,231020,2.41,2023
Bapatla,Sandy Loam,738,Millets,Kharif,94434,145428,1.54,2023
Bapatla,Sandy Loam,1102,Pulses,Rabi,106154,140123,1.32,2023
Bapatla,Sandy Loam,942,Tomato,Rabi,86534,2930041,33.86,2023
Bapatla,Sandy Loam,843,Chilli,Rabi,68685,238336,3.47,2023
Bapatla,Sandy Loam,526,Sugarcane,Annual,78470,7408352,94.41,2023
Anantapur,Red Soil,820,Rice,Kharif,29022,131469,4.53,2024
Anantapur,Red Soil,1144,Maize,Rabi,70625,295918,4.19,2024
Anantapur,Red Soil,1188,Groundnut,Kharif,22322,38393,1.72,2024
Anantapur,Red Soil,887,Cotton,Kharif,63967,127294,1.99,2024
Anantapur,Red Soil,717,Millets,Kharif,144726,183802,1.27,2024
Anantapur,Red Soil,977,Pulses,Rabi,120631,143550,1.19,2024
Anantapur,Red Soil,1121,Tomato,Rabi,49325,1626738,32.98,2024
Anantapur,Red Soil,794,Chilli,Rabi,43601,113798,2.61,2024
Anantapur,Red Soil,916,Sugarcane,Annual,10986,883054,80.38,2024
Chittoor,Red Soil,646,Rice,Kharif,133973,596179,4.45,2024
Chittoor,Red Soil,821,Maize,Rabi,132913,610070,4.59,2024
Chittoor,Red Soil,831,Groundnut,Kharif,36957,70218,1.9,2024
Chittoor,Red Soil,1032,Cotton,Kharif,75317,156659,2.08,2024
Chittoor,Red Soil,717,Millets,Kharif,66261,117281,1.77,2024
Chittoor,Red Soil,667,Pulses,Rabi,56469,84138,1.49,2024
Chittoor,Red Soil,577,Tomato,Rabi,86274,2193085,25.42,2024
Chittoor,Red Soil,654,Chilli,Rabi,17731,61881,3.49,2024
Chittoor,Red Soil,769,Sugarcane,Annual,23945,1821496,76.07,2024
Guntur,Clay Loam,1165,Rice,Kharif,29752,128231,4.31,2024
Guntur,Clay Loam,596,Maize,Rabi,127690,523528,4.1,2024
Guntur,Clay Loam,597,Groundnut,Kharif,19533,29104,1.49,2024
Guntur,Clay Loam,718,Cotton,Kharif,25814,58597,2.27,2024
Guntur,Clay Loam,679,Millets,Kharif,73073,125685,1.72,2024
Guntur,Clay Loam,1087,Pulses,Rabi,46055,48357,1.05,2024
Guntur,Clay Loam,538,Tomato,Rabi,84440,2611729,30.93,2024
Guntur,Clay Loam,707,Chilli,Rabi,95145,287337,3.02,2024
Guntur,Clay Loam,1100,Sugarcane,Annual,116851,9951031,85.16,2024
Krishna,Clay Loam,818,Rice,Kharif,84643,391050,4.62,2024
Krishna,Clay Loam,735,Maize,Rabi,5545,26449,4.77,2024
Krishna,Clay Loam,1041,Groundnut,Kharif,57986,109013,1.88,2024
Krishna,Clay Loam,873,Cotton,Kharif,40137,99138,2.47,2024
Krishna,Clay Loam,511,Millets,Kharif,19739,30595,1.55,2024
Krishna,Clay Loam,1108,Pulses,Rabi,51126,58283,1.14,2024
Krishna,Clay Loam,1166,Tomato,Rabi,31170,931047,29.87,2024
Krishna,Clay Loam,500,Chilli,Rabi,42270,157667,3.73,2024
Krishna,Clay Loam,586,Sugarcane,Annual,30699,2866979,93.39,2024
East Godavari,Clay Soil,707,Rice,Kharif,71306,312320,4.38,2024
East Godavari,Clay Soil,1158,Maize,Rabi,31229,146151,4.68,2024
East Godavari,Clay Soil,1147,Groundnut,Kharif,38133,74740,1.96,2024
East Godavari,Clay Soil,857,Cotton,Kharif,134843,372166,2.76,2024
East Godavari,Clay Soil,1080,Millets,Kharif,30246,40832,1.35,2024
East Godavari,Clay Soil,816,Pulses,Rabi,84277,100289,1.19,2024
East Godavari,Clay Soil,970,Tomato,Rabi,68943,1752531,25.42,2024
East Godavari,Clay Soil,895,Chilli,Rabi,136672,442817,3.24,2024
East Godavari,Clay Soil,1172,Sugarcane,Annual,128514,10540718,82.02,2024
West Godavari,Clay Soil,518,Rice,Kharif,125671,570546,4.54,2024
West Godavari,Clay Soil,1007,Maize,Rabi,119601,464051,3.88,2024
West Godavari,Clay Soil,757,Groundnut,Kharif,82826,175591,2.12,2024
West Godavari,Clay Soil,802,Cotton,Kharif,97256,263563,2.71,2024
West Godavari,Clay Soil,936,Millets,Kharif,146654,186250,1.27,2024
West Godavari,Clay Soil,661,Pulses,Rabi,20954,27449,1.31,2024
West Godavari,Clay Soil,507,Tomato,Rabi,58051,1874466,32.29,2024
West Godavari,Clay Soil,1059,Chilli,Rabi,107300,376623,3.51,2024
West Godavari,Clay Soil,790,Sugarcane,Annual,66096,5662444,85.67,2024
Prakasam,Red Soil,739,Rice,Kharif,78088,334997,4.29,2024
Prakasam,Red Soil,559,Maize,Rabi,32636,156000,4.78,2024
Prakasam,Red Soil,578,Groundnut,Kharif,68563,118613,1.73,2024
Prakasam,Red Soil,637,Cotton,Kharif,70703,164030,2.32,2024
Prakasam,Red Soil,640,Millets,Kharif,118724,191145,1.61,2024
Prakasam,Red Soil,968,Pulses,Rabi,69867,76155,1.09,2024
Prakasam,Red Soil,519,Tomato,Rabi,133808,4426368,33.08,2024
Prakasam,Red Soil,932,Chilli,Rabi,15904,51051,3.21,2024
Prakasam,Red Soil,808,Sugarcane,Annual,62836,4923200,78.35,2024
Kadapa,Red Soil,1091,Rice,Kharif,83855,350513,4.18,2024
Kadapa,Red Soil,1109,Maize,Rabi,36274,170125,4.69,2024
Kadapa,Red Soil,1053,Groundnut,Kharif,75575,123942,1.64,2024
Kadapa,Red Soil,1108,Cotton,Kharif,70398,159803,2.27,2024
Kadapa,Red Soil,1183,Millets,Kharif,75101,98382,1.31,2024
Kadapa,Red Soil,1084,Pulses,Rabi,122310,160226,1.31,2024
Kadapa,Red Soil,542,Tomato,Rabi,82129,1695142,20.64,2024
Kadapa,Red Soil,574,Chilli,Rabi,81212,268811,3.31,2024
Kadapa,Red Soil,885,Sugarcane,Annual,41978,3239862,77.18,2024
Nellore,Sandy Soil,838,Rice,Kharif,14785,66680,4.51,2024
Nellore,Sandy Soil,631,Maize,Rabi,112669,541937,4.81,2024
Nellore,Sandy Soil,1199,Groundnut,Kharif,100808,161292,1.6,2024
Nellore,Sandy Soil,591,Cotton,Kharif,46753,97246,2.08,2024
Nellore,Sandy Soil,1054,Millets,Kharif,142468,210852,1.48,2024
Nellore,Sandy Soil,720,Pulses,Rabi,64290,96435,1.5,2024
Nellore,Sandy Soil,974,Tomato,Rabi,141838,3414040,24.07,2024
Nellore,Sandy Soil,909,Chilli,Rabi,139147,544064,3.91,2024
Nellore,Sandy Soil,593,Sugarcane,Annual,55952,4814669,86.05,2024
Visakhapatnam,Laterite Soil,1024,Rice,Kharif,33541,134834,4.02,2024
Visakhapatnam,Laterite Soil,886,Maize,Rabi,60949,276098,4.53,2024
Visakhapatnam,Laterite Soil,821,Groundnut,Kharif,47112,75379,1.6,2024
Visakhapatnam,Laterite Soil,1056,Cotton,Kharif,31861,59261,1.86,2024
Visakhapatnam,Laterite Soil,917,Millets,Kharif,107507,145134,1.35,2024
Visakhapatnam,Laterite Soil,1195,Pulses,Rabi,110940,122034,1.1,2024
Visakhapatnam,Laterite Soil,942,Tomato,Rabi,29748,972164,32.68,2024
Visakhapatnam,Laterite Soil,552,Chilli,Rabi,147508,386470,2.62,2024
Visakhapatnam,Laterite Soil,899,Sugarcane,Annual,141696,10002320,70.59,2024
Vizianagaram,Red Loam,1000,Rice,Kharif,110546,565995,5.12,2024
Vizianagaram,Red Loam,549,Maize,Rabi,7668,35656,4.65,2024
Vizianagaram,Red Loam,1080,Groundnut,Kharif,110526,240946,2.18,2024
Vizianagaram,Red Loam,509,Cotton,Kharif,114261,307362,2.69,2024
Vizianagaram,Red Loam,1115,Millets,Kharif,121429,162714,1.34,2024
Vizianagaram,Red Loam,1012,Pulses,Rabi,22469,22469,1.0,2024
Vizianagaram,Red Loam,538,Tomato,Rabi,42928,1462127,34.06,2024
Vizianagaram,Red Loam,635,Chilli,Rabi,126369,443555,3.51,2024
Vizianagaram,Red Loam,740,Sugarcane,Annual,130238,10032233,77.03,2024
Srikakulam,Red Loam,604,Rice,Kharif,149975,677886,4.52,2024
Srikakulam,Red Loam,616,Maize,Rabi,142766,671000,4.7,2024
Srikakulam,Red Loam,1016,Groundnut,Kharif,18642,28895,1.55,2024
Srikakulam,Red Loam,567,Cotton,Kharif,30925,58139,1.88,2024
Srikakulam,Red Loam,889,Millets,Kharif,85943,124617,1.45,2024
Srikakulam,Red Loam,1022,Pulses,Rabi,129422,161777,1.25,2024
Srikakulam,Red Loam,1014,Tomato,Rabi,79423,2104709,26.5,2024
Srikakulam,Red Loam,513,Chilli,Rabi,128702,325616,2.53,2024
Srikakulam,Red Loam,569,Sugarcane,Annual,48033,3838317,79.91,2024
Kurnool,Black Soil,1113,Rice,Kharif,71574,316357,4.42,2024
Kurnool,Black Soil,830,Maize,Rabi,124255,606364,4.88,2024
Kurnool,Black Soil,959,Groundnut,Kharif,101163,172988,1.71,2024
Kurnool,Black Soil,590,Cotton,Kharif,8012,15222,1.9,2024
Kurnool,Black Soil,824,Millets,Kharif,87659,114833,1.31,2024
Kurnool,Black Soil,930,Pulses,Rabi,67819,69853,1.03,2024
Kurnool,Black Soil,770,Tomato,Rabi,80017,2420514,30.25,2024
Kurnool,Black Soil,844,Chilli,Rabi,76774,274083,3.57,2024
Kurnool,Black Soil,519,Sugarcane,Annual,78512,6677445,85.05,2024
Eluru,Clay Loam,640,Rice,Kharif,62311,307816,4.94,2024
Eluru,Clay Loam,1148,Maize,Rabi,66430,284984,4.29,2024
Eluru,Clay Loam,981,Groundnut,Kharif,101547,200047,1.97,2024
Eluru,Clay Loam,1000,Cotton,Kharif,140190,302810,2.16,2024
Eluru,Clay Loam,991,Millets,Kharif,46578,69867,1.5,2024
Eluru,Clay Loam,863,Pulses,Rabi,115980,132217,1.14,2024
Eluru,Clay Loam,1036,Tomato,Rabi,51411,1667258,32.43,2024
Eluru,Clay Loam,647,Chilli,Rabi,80460,239770,2.98,2024
Eluru,Clay Loam,743,Sugarcane,Annual,42841,3620921,84.52,2024
Bapatla,Sandy Loam,1136,Rice,Kharif,135909,619745,4.56,2024
Bapatla,Sandy Loam,691,Maize,Rabi,113441,435613,3.84,2024
Bapatla,Sandy Loam,1152,Groundnut,Kharif,147262,223838,1.52,2024
Bapatla,Sandy Loam,1083,Cotton,Kharif,65205,167576,2.57,2024
Bapatla,Sandy Loam,1058,Millets,Kharif,149770,221659,1.48,2024
Bapatla,Sandy Loam,514,Pulses,Rabi,36782,41931,1.14,2024
Bapatla,Sandy Loam,1181,Tomato,Rabi,13618,389610,28.61,2024
Bapatla,Sandy Loam,614,Chilli,Rabi,123947,361925,2.92,2024
Bapatla,Sandy Loam,1115,Sugarcane,Annual,129783,12312513,94.87,2024
